source_id,gender,master_category,sub_category,article_type,base_colour,season,year,usage,product_display_name,image_url
6287,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Classic Polo Men's Swiss Yellow T-shirt,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/6287.jpg
7355,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Tantra Men's Black Sabbath Navy T-shirt,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/7355.jpg
46072,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Lino Perros Men Black Leather Belt,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/46072.jpg
22537,Men,Footwear,Sandal,Sandals,Tan,Summer,2013,Casual,Gas Men Eldorado Tan Casual  Sandals,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/22537.jpg
28831,Women,Apparel,Innerwear,Briefs,Brown,Summer,2017,Casual,Enamor Women Pack of 3 Mid-Rise Bikini Brief,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/28831.jpg
43500,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,French Connection Men White T-shirt,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/43500.jpg
2627,Women,Footwear,Shoes,Flats,Silver,Fall,2010,Casual,Carlton London Women Wedge Silver Sandal,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/2627.jpg
27045,Women,Accessories,Bags,Clutches,Off White,Summer,2012,Casual,Yelloe Off White Fur Zip Clutch,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/27045.jpg
13270,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,Palm Tree Kids Girls Printed White Tops,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/13270.jpg
18698,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016,Casual,Hanes Men Grey Ultimate Duo Dry Cotton Stretch Bikini Briefs,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/18698.jpg
55465,Women,Personal Care,Lips,Lipstick,Red,Spring,2017,Casual,Revlon Super Lusterous Lipstick 304,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/55465.jpg
26197,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017,Casual,Formula 1 Go Men Perfume,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/26197.jpg
31120,Girls,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Palm Tree Girls Pink Top,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/31120.jpg
25712,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012,Sports,ADIDAS Unisex Blue Cap,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/25712.jpg
11527,Men,Apparel,Topwear,Tshirts,Olive,Fall,2011,Casual,United Colors of Benetton Men Olive Tshirts,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/11527.jpg
14869,Men,Accessories,Wallets,Wallets,Black,Summer,2011,Casual,United Colors of Benetton Men Solid Black Wallets,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/14869.jpg
40385,Women,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual,Tokyo Talkies Women Yellow Top,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/40385.jpg
15187,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Arrow Sport Men Solid White Polo Tshirts,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/15187.jpg
5402,Women,Footwear,Shoes,Sports Shoes,Purple,,2011,Sports,Kalenji Ekiden 200 Wn Purple 2011,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/5402.jpg
44725,Women,Footwear,Flip Flops,Flip Flops,Orange,Summer,2012,Casual,Lotto Women Coral Elegant Flip Flops,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/44725.jpg
14055,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Flying Machine Men Check Green Shirts,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/14055.jpg
20260,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Wrangler Men Applique Navy Blue Tshirt,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/20260.jpg
7731,Men,Footwear,Flip Flops,Flip Flops,Grey,Winter,2011,Casual,Puma Men's Winglet II Grey Yellow White Flip Flop,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/7731.jpg
22153,Men,Footwear,Sandal,Sandals,Brown,Summer,2011,Casual,Lee Cooper Men Brown Casual Sandals,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/22153.jpg
43958,Men,Footwear,Sandal,Sandals,Olive,Fall,2012,Casual,Puma Men Olive Techno Ind Sandal,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/43958.jpg
28469,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Urban Yoga Women Printed Pink T-shirt,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/28469.jpg
50573,Men,Apparel,Innerwear,Trunk,Charcoal,Summer,2016,Casual,Chromozome Men Charcoal Trunk Trunks,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/50573.jpg
34036,Boys,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Palm Tree Boys Check Blue Shirt,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/34036.jpg
55001,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017,NA,Lakme Absolute Lip Last Day Kiss Lip Colour,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/55001.jpg
8779,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Indigo Nation Men Club Satin Hot Stepper Navy Blue Shirt,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/8779.jpg
3391,Women,Accessories,Bags,Handbags,White,Winter,2015,Casual,Murcia Women White With Stitch Bag,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/3391.jpg
43164,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Black Watch,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/43164.jpg
2243,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,ADIDAS Men Stripe Polo White Polo T-shirt,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/2243.jpg
30496,Women,Apparel,Innerwear,Bra,Purple,Summer,2014,Casual,Lovable Women Fiona Purple Bra,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/30496.jpg
27421,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Winter,2015,Casual,Jockey Women Blue Lounge Pants,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/27421.jpg
57756,Women,Personal Care,Skin Care,Face Wash and Cleanser,Green,Spring,2017,Casual,Lotus Herbals Neem & Clove Purifying Face Wash,https://vnsjgfqfspzgecbkujkt.supabase.co/storage/v1/object/public/product-images/images/57756.jpg
